Date,units,demand,epidemic,seasonality,promotion,discount,price,competitor_price,inventory
2023-11-07,9219,10765,0,Autumn,0.25,8.2,69.1847,72.1867,31962
2023-11-08,9449,11283,0,Autumn,0.5,11.75,67.044,69.1014,30969
2023-11-09,9277,10701,0,Autumn,0.35,9.45,68.3133,68.4388,28926
2023-11-10,9052,10396,0,Autumn,0.35,9.35,67.29390000000001,69.4032,27872
2023-11-11,9641,11353,0,Autumn,0.3,8.4,69.9292,71.9193,29046
2023-11-12,9460,11309,0,Autumn,0.45,11.45,67.8176,69.6737,30293
2023-11-13,9078,10543,0,Autumn,0.35,9.6,67.459,68.8208,30490
2023-11-14,9093,10239,0,Autumn,0.35,9.45,67.01010000000001,70.0016,30224
2023-11-15,9512,11353,0,Autumn,0.5,11.1,68.4144,70.5557,29319
2023-11-16,8987,10298,0,Autumn,0.15,6.05,70.548,71.93,29890
2023-11-17,8605,9934,0,Autumn,0.3,7.95,68.2971,68.8629,29759
2023-11-18,9714,11587,0,Autumn,0.6,12.85,68.0936,69.9048,30887
2023-11-19,9362,11272,0,Autumn,0.35,8.95,69.6901,71.16890000000001,29107
2023-11-20,8715,9817,0,Autumn,0.3,9.05,68.438,67.2335,29147
2023-11-21,9086,10578,0,Autumn,0.4,10.3,67.2335,68.4448,29676
2023-11-22,9483,11307,0,Autumn,0.35,9.95,69.9887,70.89529999999999,30292
2023-11-23,9376,11080,0,Autumn,0.5,11.2,67.6872,70.1397,30066
2023-11-24,8838,10316,0,Autumn,0.2,7.7,68.0234,69.1592,30621
2023-11-25,8591,10158,0,Autumn,0.35,9.7,66.97489999999999,69.7319,28894
2023-11-26,9044,10354,0,Autumn,0.4,9.6,67.44810000000001,67.7049,30436
2023-11-27,9540,11318,0,Autumn,0.25,8.35,70.5692,72.3612,29712
2023-11-28,8404,9905,0,Autumn,0.25,8.15,67.1805,70.2849,28924
2023-11-29,9197,10610,0,Autumn,0.0,4.8,72.2179,74.2458,30768
2023-11-30,8776,9890,0,Autumn,0.0,4.85,70.34859999999999,72.1758,29654
2023-12-01,9466,11626,0,Winter,0.4,10.5,70.12010000000001,70.7152,29728
2023-12-02,10362,11816,0,Winter,0.45,10.3,69.9996,71.8848,28343
2023-12-03,9483,11143,0,Winter,0.35,9.05,68.9557,71.04230000000001,27230
2023-12-04,9687,11150,0,Winter,0.4,10.5,68.9497,70.9892,30119
2023-12-05,9129,10942,0,Winter,0.35,8.9,69.5487,71.6241,32381
2023-12-06,11327,12701,0,Winter,0.55,11.55,71.1732,72.1443,32452
2023-12-07,9915,11461,0,Winter,0.2,7.05,71.6854,72.6206,29068
2023-12-08,9430,10967,0,Winter,0.3,8.9,69.9511,72.0195,30436
2023-12-09,8769,10302,0,Winter,0.35,9.95,66.9636,69.1942,32403
2023-12-10,9624,10770,0,Winter,0.35,9.75,67.93260000000001,69.60600000000001,33344
2023-12-11,8767,9679,0,Winter,0.4,11.0,65.1093,67.8985,32475
2023-12-12,9584,11853,0,Winter,0.55,11.85,69.14659999999999,71.09649999999999,29698
2023-12-13,10508,11992,0,Winter,0.25,8.55,71.7624,73.2611,28180
2023-12-14,9745,11385,0,Winter,0.2,7.3,70.7266,73.2162,28734
2023-12-15,9090,10994,0,Winter,0.4,10.3,68.0278,70.6499,30080
2023-12-16,9161,10445,0,Winter,0.4,10.45,66.4388,69.0341,31737
2023-12-17,9184,11106,0,Winter,0.5,10.95,68.2968,69.9738,31709
2023-12-18,10282,11890,0,Winter,0.35,9.35,71.1565,73.67479999999999,30024
2023-12-19,9249,11331,0,Winter,0.3,7.9,71.06020000000001,72.1013,29564
2023-12-20,8916,10632,0,Winter,0.25,8.0,70.1065,71.66810000000001,32620
2023-12-21,10693,12396,0,Winter,0.3,9.35,71.8096,74.9497,34590
2023-12-22,9783,11691,0,Winter,0.5,10.75,68.7184,70.2542,31825
2023-12-23,9588,11032,0,Winter,0.4,9.6,67.774,68.3884,32807
2023-12-24,10491,11920,0,Winter,0.35,9.25,70.09270000000001,72.7585,31829
2023-12-25,8639,9871,0,Winter,0.25,8.1,67.46560000000001,71.2664,32483
2023-12-26,9687,11544,0,Winter,0.25,8.0,70.8887,72.40180000000001,31478
2023-12-27,6136,7180,1,Winter,0.4,10.4,60.786899999999996,61.739399999999996,27754
2023-12-28,6029,7006,1,Winter,0.25,7.6,61.3142,64.259,35655
2023-12-29,6267,6941,1,Winter,0.0,4.1,64.1279,65.3545,33798
2023-12-30,5316,6223,1,Winter,0.0,4.95,61.8922,62.9561,31835
2023-12-31,5783,6400,1,Winter,0.0,4.8,62.2768,64.02590000000001,31590
2024-01-01,6030,6934,1,Winter,0.35,8.95,60.3975,61.8564,30622
2024-01-02,6106,7175,1,Winter,0.25,7.5,61.930699999999995,63.8737,27866
2024-01-03,6268,7110,1,Winter,0.4,10.3,60.2612,62.038000000000004,28366
2024-01-04,5661,6430,1,Winter,0.35,9.0,59.5479,63.037600000000005,25711
2024-01-05,6598,7707,1,Winter,0.55,12.25,59.7922,61.8054,23559
2024-01-06,6655,7302,1,Winter,0.25,9.0,61.093,62.8319,23330
2024-01-07,6003,6946,1,Winter,0.35,8.45,60.973800000000004,62.0565,22634
2024-01-08,5620,7143,1,Winter,0.4,9.6,61.2001,62.4079,23578
2024-01-09,8533,10083,0,Winter,0.4,9.5,66.1692,69.0892,25413
2024-01-10,8277,10060,0,Winter,0.3,8.2,67.3651,69.2322,24166
2024-01-11,9323,11324,0,Winter,0.4,11.05,68.2043,70.6737,24308
2024-01-12,8508,10648,0,Winter,0.25,8.8,68.95609999999999,69.2044,23753
2024-01-13,9926,11844,0,Winter,0.4,10.75,69.8462,71.47149999999999,28303
2024-01-14,8990,10186,0,Winter,0.15,6.55,69.2188,71.73440000000001,29311
2024-01-15,8671,10523,0,Winter,0.15,7.6,68.2943,70.7851,31230
2024-01-16,9078,10437,0,Winter,0.55,12.3,65.9708,67.2461,30333
2024-01-17,8736,10122,0,Winter,0.35,10.1,66.807,67.9523,30081
2024-01-18,9429,11301,0,Winter,0.3,8.75,69.7633,71.47019999999999,31662
2024-01-19,7990,9017,0,Winter,0.25,7.5,66.1842,67.817,32637
2024-01-20,10914,12846,0,Winter,0.45,10.25,73.1811,74.824,31192
2024-01-21,8563,10348,0,Winter,0.45,11.3,66.6865,68.8057,29075
2024-01-22,9639,11927,0,Winter,0.4,9.8,70.5339,72.1713,29818
2024-01-23,8370,9479,0,Winter,0.25,8.3,66.25399999999999,68.7106,31512
2024-01-24,10051,11386,0,Winter,0.55,12.85,67.09909999999999,68.7761,31866
2024-01-25,10028,11794,0,Winter,0.3,8.25,71.1391,72.8876,31476
2024-01-26,9184,11182,0,Winter,0.3,8.85,70.8404,72.6634,32925
2024-01-27,9598,11540,0,Winter,0.55,11.65,67.4838,70.9084,32092
2024-01-28,9942,11440,0,Winter,0.35,9.25,69.90100000000001,72.1593,29358
2024-01-29,8802,10268,0,Winter,0.0,5.1,71.0631,70.1859,29578
2024-01-30,8425,9657,0,Winter,0.0,4.85,70.1447,70.391,29049
